DISTRICT_ID,DISTRICTNAME_AR,DISTRICTNAME_EN,REGION_ID,CITY_ID
108001041,الياسمين,Al Yasmin,1,108001
118001022,العثمانية,Al Uthmaniyah,1,118001
504001056,غرب النابية,Gharb An Nabiyah,5,504001
122222019,الأندلس,Al Andalus,1,122222
122222020,ام طلحة,Umm Talha,1,122222
103183006,مخطط رقم 32,Subdivision No. 32,1,103183
101004012,الواحة,Al Wahah,1,101004
121001021,السليمانية,As Sulaymaniyah,1,121001
117001017,الخزيمي,Al Khuzimi,1,117001
107001023,غصيبة,Ghusaiba,1,107001
107001024,الصالحية,As Salhiyah,1,107001
107001025,العزيزية,Al Aziziyah,1,107001
107017017,أم سريحة,Umm Sariha,1,107017
118001012,الجنوبي,Al Janubi,1,118001
105131004,النزهة,An Nuzhah,1,105131
117001027,حي ج10,Dst C10,1,117001
105073022,الربوة,Ar Rabwah,1,105073
120013003,الصناعية,Industrial,1,120013
117001028,حي ج12,Dst C12,1,117001
120013004,الديرة القديمة,Ad Dirah Al Qadimah,1,120013
400001022,الزيتونة,Al Zaytunah,4,400001
100001156,السدرة,Al Sidrah,1,100001
100001157,شبرا,Shubra,1,100001
100001158,الصالحية,As Salhiyah,1,100001
100001160,صياح,Siyah,1,100001
100001161,العمل,Al Amal,1,100001
100001162,المؤتمرات,Al Mutamarat,1,100001
100001163,العريجاء الأوسط,Middle Al Uraija,1,100001
100001164,الزهور,Al Zuhur,1,100001
100001165,التضامن,Al Tadamun,1,100001
100001166,المهدية,Al Mahdiyah,1,100001
109018008,مخطط رقم 456,Subdivision No. 456,1,109018
108001035,الفردوس,Al Ferdous,1,108001
105190003,مخطط رقم 0941,Subdivision No. 0941,1,105190
105190004,مخطط رقم 0824,Subdivision No. 0824,1,105190
109018009,مخطط رقم 126,Subdivision No. 126,1,109018
104001027,الملك عبدالله,King Abdullah,1,104001
122002033,الشعيفان,Al Shaaifan,1,122002
400001108,الغدير,Al Ghadir,4,400001
100001194,خشم العان,Khashm Al An,1,100001
100001195,هيت,Hyt,1,100001
122222014,الضبية,Al Dabih,1,122222
608008015,قرطبة,Qurtubah,6,608008
100001167,البرية,Al Bariyah,1,100001
101001007,السرحية,Al Sarhiyah,1,101001
101001008,الملقا,Al Malqa,1,101001
103023007,الورود,Al Wurud,1,103023
106001024,الخماسين الجنوبي,Southern Fifties,1,106001
103023008,الأندلس,Al Andalus,1,103023
106001025,آل ناهش,Al Nahsh,1,106001
100001133,أم الحمام الشرقي,Umm Al Hamam Eastern,1,100001
100001134,مغرزات,Al Mughrazat,1,100001
100001135,الملك عبدالعزيز,King Abdulaziz,1,100001
100001136,المروج,Al Muruj,1,100001
100001137,طويق,Tuwaiq,1,100001
100001138,الرحاب,Ar Rehab,1,100001
120001037,الملك سلمان,King Salman,1,120001
110001030,النخيل,Al Nakhil,1,110001
122222015,ال فهد,Al Fahd,1,122222
103183005,مخطط رقم 18,Subdivision No. 18,1,103183
119001015,حي 1156,Dst 1156,1,119001
121001015,مخطط 555,Subdivision 555,1,121001
105001036,العمدة,Al Umda,1,105001
105001037,صناعية مزعل,Sinaiyah Mazal,1,105001
105001038,الصناعية,Industrial,1,105001
118001015,رميثان,Rumaythan,1,118001
104007012,المصيف,Al Masif,1,104007
117001029,حي ج15,Dst C15,1,117001
122002039,الهفوف,Al Hafuf,1,122002
107017020,الفحيل,Al Fahil,1,107017
107017021,الإزدهار,Al Izdihar,1,107017
106001026,آل معني,Al Maeni,1,106001
121001020,مخطط 1149,Subdivision 1149,1,121001
111001033,مخطط 293,Subdivision 293,1,111001
111001034,مخطط 352,Subdivision 352,1,111001
111126001,مخطط منيفة,Munifa Subdivision,1,111126
105001044,الجفونية,Al Jaffuniyyah,1,105001
105001045,الزهور,Al Zuhur,1,105001
109001028,مركز خدمات الطرق,Organizing the site of the Road Services Complex Center,1,109001
115001017,الزهور,Al Zuhur,1,115001
110015002,مخطط رقم 522,Subdivision No. 522,1,110015
110001031,الياسمين,Al Yasmin,1,110001
110001032,زبدة,Zubada,1,110001
100001171,جامعة الملك سعود,King Saud University,1,100001
103426007,مخطط رقم 24,Subdivision No. 24,1,103426
110012002,مخطط آل سلطان,Subdivision Al Sultan,1,110012
120001035,مانح,Manih,1,120001
104007009,سلطانة,Sultanah,1,104007
108001032,الربوة,Ar Rabwah,1,108001
122002027,الفردوس,Al Ferdous,1,122002
109018006,مخطط رقم 956,Subdivision No. 956,1,109018
100001020,أم الشعال,Umm Al Shaeal,1,100001
608008003,الشهداء,Ashuhada,6,608008
104006015,اليمامة,Al Yamamah,1,104006
115001018,الواحة,Al Wahah,1,115001
105073017,الفلاح,Al Falah,1,105073
107001021,الملك فهد,King Fahd,1,107001
107024013,ال دحيم,Al Dahim,1,107024
100001168,النظيم,An Nadheem,1,100001
100001169,ضاحية نمار,Dahiyat Namar,1,100001
100001170,عريض,Oraid,1,100001
106001031,الولامين,Al Walamin,1,106001
111001027,الجزيرة,Al Jazirah,1,111001
117001018,حي ج6,Dst C6,1,117001
109001021,الربيع,Ar Rabie,1,109001
109001022,الملك عبدالله,King Abdullah,1,109001
109001023,منطقة المخزون التشغيلي البترولية,Organizing the location of the operational stock of petroleum products,1,109001
104001023,الملك فهد,King Fahd,1,104001
100001196,المصفاة,Al Misfat,1,100001
100001197,الرابية,Ar Rabiyah,1,100001
106001037,المقابل,Al Muqabil,1,106001
106001038,المستشفى,The Hospital,1,106001
112001006,الديرة,Ad Dirah,1,112001
301001056,الازهار,Al Azhar,3,301001
104005010,الشعيبة,Al Shueayba,1,104005
104006011,الشفاء,Ash Shifa,1,104006
101004007,سلام,Salam,1,101004
101004008,الوصيل,Al Wasil,1,101004
109018010,مخطط رقم 571,Subdivision No. 571,1,109018
119001018,البستان,Al Bustan,1,119001
109001026,الغدير,Al Ghadir,1,109001
118001020,الخثلان,Al Khathlan,1,118001
122222018,الحمراء,Al Hamra,1,122222
122002030,الملك فيصل,King Faisal ,1,122002
107029009,مخطط 679,Subdivision 679,1,107029
100001174,الناصرية,An Nasriyah,1,100001
100001180,الشرفية,Ash Sharafiyah,1,100001
109001024,منطقة التعبئة المياة,Organizing a water bottling site on government land in Shaqra,1,109001
107017022,الطرف,Al Taraf,1,107017
103183003,مخطط رقم 30,Subdivision No. 30,1,103183
103183002,مخطط رقم 242,Subdivision No. 242,1,103183
103183001,مخطط رقم 214,Subdivision No. 214,1,103183
114001013,مشيرفة,Mishyrifah,1,114001
110001019,السلام,As Salam,1,110001
110001020,الصدر,Al Sadr,1,110001
109018007,مخطط رقم 333,Subdivision No. 333,1,109018
122002035,الغريبية,Al Gharibia,1,122002
122002036,النقيعه,Al Naqieuh,1,122002
120001038,الغدير,Al Ghadir,1,120001
104005008,السمرية,Al Suwmaria,1,104005
104006008,الخفية,Al Khafia,1,104006
118001011,وسط المدينة,City Center,1,118001
106001027,القيروان,Al Qirawan,1,106001
700001035,مطار الأمير سلطان بن عبدالعزيز الدولى,Prince Sultan bin Abdulaziz International Airport,7,700001
300001082,الغراء,Al Gharaa,3,300001
300001061,الرمانة,Ar Rumanah,3,300001
300001098,التلعة,Al Taliea,3,300001
300001021,الغابة,Al Ghabah,3,300001
300001090,القبلتين,Al Qiblatayn,3,300001
409001011,النهضة,An Nahdah,4,409001
409001018,الحزم,Al Hazm,4,409001
409001001,الربوة,Ar Rabwah,4,409001
409001007,النزهة,An Nuzhah,4,409001
409001005,اليرموك,Al Yarmuk,4,409001
409001006,الجزيرة,Al Jazirah,4,409001
401001004,الفيحاء,Al Fayha,4,401001
300001038,الحرم ,Al Haram,3,300001
401001024,الحزم,Al Hazm,4,401001
401001027,حطين,Hittin,4,401001
401001048,الأشرفية,Alashrafia,4,401001
401001054,الحمراء,Al Hamra,4,401001
409001002,طيبة,Taibah,4,409001
409001003,الجامعة,Al Jamiah,4,409001
409001004,أحد,Ohod,4,409001
409001014,الصناعية,Industrial,4,409001
401001034,اليمامة,Al Yamamah,4,401001
401001044,النظيم,An Nadheem,4,401001
401001045,المروة,Al Marwah,4,401001
401001055,اليرموك,Al Yarmuk,4,401001
401001031,الشروق,Ash Shrouk,4,401001
401001032,الصفاء,As Safa,4,401001
401001036,الصناعية,Industrial,4,401001
401001033,الملك فهد,King Fahd,4,401001
401001035,سماح,Samah,4,401001
401001029,المروج,Al Muruj,4,401001
401001056,الجوهرة,Al Jawharah,4,401001
401001021,السليمانية,As Sulaymaniyah,4,401001
401001028,الوفاء,Al Wafa,4,401001
401001042,غرناطة,Ghirnatah,4,401001
401001039,القيروان,Al Qirawan,4,401001
401001050,الملك خالد,King Khalid,4,401001
401001040,الراية,Ar Rayah,4,401001
401001038,الجزيرة,Al Jazirah,4,401001
401001057,الجلدة,Aj Jilda,4,401001
401001030,الجامعي,Al Jamie,4,401001
401001020,النرجس,An Narjis,4,401001
401001023,المنار,Al Manar,4,401001
119001004,الرحاب,Ar Rehab,1,119001
104005007,شراف,Sharaf,1,104005
402001005,اليرموك,Al Yarmuk,4,402001
401001037,البستان,Al Bustan,4,401001
401001001,الرياضي,Sports,4,401001
401001046,الواحة,Al Wahah,4,401001
401001049,الدرة,Al Durra,4,401001
400001115,الأندلس,Al Andalus,4,400001
401001008,العليا,Al Olaya,4,401001
401001022,الصالحية,As Salhiyah,4,401001
102002062,العيون,Al Uyun,1,102002
402001023,الربوة,Ar Rabwah,4,402001
102002070,البرج,Al Burj,1,102002
402001034,الجامعيين,Al Jamiyin,4,402001
402001046,الريان,Ar Rayaan,4,402001
102002084,حي رقم 576,Dst  No.576,1,102002
116001019,اليرموك,Al Yarmuk,1,116001
118001017,المدينة الجديدة,Al Madinah Al Jadidah,1,118001
103001023,الربوة,Ar Rabwah,1,103001
401001026,الشفاء,Ash Shifa,4,401001
401001011,الفاخرية,Al Fakhriyah,4,401001
401001016,السلام,As Salam,4,401001
409001009,الخزان,Al Khazzan,4,409001
409001010,التعاون,At Taawun,4,409001
102002006,النجدية,Al Najdiyyah,1,102002
102002018,الصناعية1,Industrial1,1,102002
104038003,صناعية بعشيرة,Sinaiyah Bieashira,1,104038
102002029,الحمراء,Al Hamra,1,102002
106001036,الحنابجة,Al Hanabija,1,106001
100001178,ظهرة البديعة,Dhahrat Al Badeah,1,100001
118001016,الهدية,Al Hadia,1,118001
409001012,زبيدة,Zubaydah,4,409001
409001015,القدس,Al Quds,4,409001
409001017,النفيد,Al Nafid,4,409001
401001006,الوادي,Al Wadi,4,401001
104005009,الشمالية,Ash Shamaliyah,1,104005
111001025,مخطط 1045,Subdivision 1045,1,111001
103236024,العقيشية,Al Aqishiya,1,103236
105001042,مخطط رقم 995,Subdivision No. 995,1,105001
108001034,قرطبة,Qurtubah,1,108001
401001018,الصفراء,Al Safra,4,401001
401001047,البويطن,Al Buaiten,4,401001
401001041,النور,An Noor,4,401001
409001016,الملك سلمان بن عبد العزيز,King Salman bin Abdulaziz,4,409001
401001003,الريان,Ar Rayaan,4,401001
401001009,وسط المدينة,City Center,4,401001
100001150,الهدا,Al Hada,1,100001
105073019,الريان,Ar Rayaan,1,105073
100001155,الشميسي,Al Shumaisi,1,100001
119001017,الصناعية,Industrial,1,119001
100001154,الفوطة,Al Futah,1,100001
401001013,المعالي,Al Maali,4,401001
401001014,الوهلان,Al Wahlan,4,401001
401001017,الرمال,Ar Rimal,4,401001
401001051,العونية,Al Awniyah,4,401001
401001015,المصيف,Al Masif,4,401001
104005015,مخطط رقم 198,Subdivision No. 198,1,104005
401001012,الحاجب,Al-Hajib,4,401001
401001053,الدوحة,Ad Dawhah,4,401001
401001002,الرايسية,Ar Raaysia,4,401001
401001010,الخالدية,Al Khalidiyah,4,401001
401001005,الروضة,Ar Rawdah,4,401001
401001025,سنام,Sonam,4,401001
401001052,الحفيرة,Al Hufayrah,4,401001
409001013,المصيف,Al Masif,4,409001
409001019,المهندسين,Al Muhandisin,4,409001
401001007,الروابي,Ar Rawabi,4,401001
401001019,الخزامى,Al Khuzama,4,401001
409001008,القادسية,Al Qadisiyah,4,409001
401001043,الرحمانية,Ar Rahmanyah,4,401001
501107009,البدرية,Al Badriyah,5,501107
501107010,بلدة القارة,Al Qara Town,5,501107
501107011,قباء,Quba,5,501107
501107012,الرقيقة,Ar Ruqaiqah,5,501107
501107008,العليا1,Al Olaya1,5,501107
501107013,البستان1,Al Bustan1,5,501107
501107014,قرية العمران الغربية,Qaryat Al Omran West,5,501107
503001032,حي ج9,Dst C9,5,503001
503001018,حي ج13,Dst C13,5,503001
503001019,طيبة,Taibah,5,503001
503001020,التعاون,At Taawun,5,503001
503001033,حي ج8,Dst C8,5,503001
503001034,حي ج10,Dst C10,5,503001
503001017,حي ج11,Dst C11,5,503001
503001021,الجوهرة,Al Jawharah,5,503001
503001022,الصفاة,Al Safat,5,503001
503001023,الربوة,Ar Rabwah,5,503001
503001024,حي ج16,Dst C16,5,503001
503001025,حي ج12,Dst C12,5,503001
503001026,حي 2,Dst 2,5,503001
503001027,حي ج6,Dst C6,5,503001
503001028,حي ج2,Dst 2C,5,503001
503001029,البستان,Al Bustan,5,503001
503001030,حي3,Dst 3,5,503001
503001031,حي 4,Dst 4,5,503001
503001015,حي ج4,Dst C4,5,503001
503001003,حي ج20,Dst C20,5,503001
503001004,حي ج3,Dst C3,5,503001
503001005,حي ج1,Dst C1,5,503001
503001006,حي 6,Dst 6,5,503001
503001007,حي 10,Dst 10,5,503001
503001010,الحمراء,Al Hamra,5,503001
503001011,البحر,Al Bahar,5,503001
503001012,الطوية,Al Tawyah,5,503001
503001013,حي ج19,Dst C19,5,503001
503001014,حي 9,Dst 9,5,503001
503001016,حي 1,Dst 1,5,503001
503001008,المرقاب,Al Merqab,5,503001
503001009,الروضة,Ar Rawdah,5,503001
503001001,الواحة,Al Wahah,5,503001
503001002,الدانة,Ad Danah ,5,503001
503001037,إشبيلية,Ishbiliyah,5,503001
503001038,العزيزية,Al Aziziyah,5,503001
503001039,السلام,As Salam,5,503001
503001040,الخزامى,Al Khuzama,5,503001
503001041,حي ج15,Dst C15,5,503001
503001042,حي ج18,Dst C18,5,503001
503001043,حي5,Dst 5,5,503001
503001044,حي 8,Dst 8,5,503001
503001035,حي ج7,Dst C7,5,503001
503001036,حي ج14,Dst C14,5,503001
503001048,اليرموك,Al Yarmuk,5,503001
503001045,الضباب,Al Dabab,5,503001
503001046,غرناطة,Ghirnatah,5,503001
503001047,قرطبة,Qurtubah,5,503001
503001049,المرجان,Al Murjan,5,503001
503001050,حي 7,Dst 7,5,503001
503001051,حي ج17,Dst C17,5,503001
501107015,السليمانية,As Sulaymaniyah,5,501107
501107016,الأول,Al Awal,5,501107
501107018,المدينة المنورة,Al Madinah Al Munawwarah,5,501107
501107143,محاسن ارامكو الخامس,Mahasin Aramco 5th ,5,501107
501107144,الحزم الشمالي,Al Hazm Al Shimali,5,501107
501107145,بلدة غمسي,Ghomsi Town,5,501107
501107269,المباركية,Al Mubarkiah,5,501107
501107270,اليمامة,Al Yamamah,5,501107
501107271,غرناطة,Ghirnatah,5,501107
501107272,منطقة الغويبة الزراعية,Alghawbia Agricultural Area,5,501107
501107273,الخيام,Al Khiam,5,501107
501107274,الرفيعة,Ar Rafiah,5,501107
501079011,القطار,Al Qitar,5,501079
501107262,المطار,Airport,5,501107
501107146,بلدة الجبيل,Jubail Town,5,501107
501107147,الشروق,Ash Shrouk,5,501107
501107148,السهلة,Al Sahlah,5,501107
501107149,الكلابية,Alkilabia,5,501107
501107150,الرويضة,Ar Ruwaida,5,501107
501107151,البستان,Al Bustan,5,501107
501107153,قرية العمران الشرقية,Qaryat Al Omran East,5,501107
501107154,الزهراء1,Az Zahra1,5,501107
501107275,هجر الثالث,Hajr Al Thalith,5,501107
501107276,بلدة الطرف,Al Taraf Town,5,501107
501107277,بلدة العقار,Al Eaqar Town,5,501107
501107278,القادسية1,Al Qadisiyah1,5,501107
501107279,المزروعية,Al Mazruiyah,5,501107
501107155,المنتزة,Al Muntazah,5,501107
501107158,بدر,Badr,5,501107
501107159,أم خريسان,Umm Khraisan,5,501107
501107160,الواحة,Al Wahah,5,501107
501107186,وسط المبرز التاريخي,Historical Center Al Mubarraz ,5,501107
501107156,مجمع الدوائر الحكومية الثاني,Government Departments Complex 2nd ,5,501107
501107157,الفتح,Al Fath,5,501107
501107161,منسوبي التعليم الثاني,Mansubi Al Taleem 2nd,5,501107
501107162,بلدة الوزية,Al Waziah Town,5,501107
501107163,الصحافة,Al Sahafah,5,501107
501107164,المعلمين,Al Muallimeen ,5,501107
501107165,الحي الأكاديمي,Academic Quarter,5,501107
501107166,بلدة المركز,Al Markaz Town,5,501107
501107167,الحمراء الثالث,Al Hamra 3rd,5,501107
501107168,بلدة المطيرفي,Al-Mutarifi Town,5,501107
501107169,الياسمين,Al Yasmin,5,501107
501107170,البندرية,Al Bandariyah,5,501107
501107174,النعاثل,Al Naeathil,5,501107
501107171,الملك فهد,King Fahd,5,501107
501107175,الجوهرة,Al Jawharah,5,501107
501107176,الصفاء الثالث,As Safa Al Thaalith,5,501107
501107177,النزهة1,An Nuzhah1,5,501107
501107172,الصفاء الرابع,As Safa Al Raabie,5,501107
501107178,الزهرة,Az Zahrah,5,501107
501107179,الراشدية الأول,Ar Rashidyah 1st,5,501107
501107180,السنيدية,As Sunaidah,5,501107
501107181,هجر السابع,Hajar Al Saabie,5,501107
501107077,البساتين1,Al Basatin1,5,501107
501107078,الدوائر الحكومية,Goverment Departments,5,501107
501107079,محاسن ارامكو الأول,Mahasin Aramco 1st,5,501107
501107080,بلدة التويثير,Altwether Town,5,501107
501107081,الشعبة,Al Shuaba,5,501107
501107082,الصقور,As Suqur,5,501107
501107083,الورود الأول,Al Wurud 1st,5,501107
501107084,جامعة الملك فيصل الثاني,King Faisal University 2nd,5,501107
501107085,لذة,Ladhah,5,501107
501107086,بلدة التهيمية,Tahimiya Town,5,501107
501107087,المروج الجنوبي,Al Muruj Al Junubi,5,501107
501107088,التلال,Al Talal,5,501107
501107089,النسيم,Al Naseem,5,501107
501107090,الهدا,Al Hada,5,501107
501107091,هجر الثامن,Hajr Al Thamin,5,501107
501107092,المعامرة,Al Mueamara,5,501107
501107093,الفيصلية الأول,Al Faisaliyah 1st,5,501107
501107094,الرياض الثالث,Ar Riyadh Al Thaalith,5,501107
501107095,الغويبة,Al Ghuwaiba,5,501107
501107096,هجر الثاني عشر,Hajar Al Thani ashar,5,501107
501107097,مدينة التمور,Madinat Al Tumur,5,501107
501107098,بلدة الشهارين,Al Shaharayn Town,5,501107
501107099,هجر الأول,Hajr Al Awal,5,501107
501107100,بلدة المقدام,Al Muqdam Town,5,501107
501107101,قرية الحوطة,Qaryat Al Hawta,5,501107
501079003,بلدة المراح,Al Marah Town,5,501079
501107017,الخزامى,Al Khuzama,5,501107
501107001,السلام الأول,As Salam 1st,5,501107
501107002,الروضة2,Ar Rawdah2,5,501107
501107003,بلدة الجفر,Al Jafr Town,5,501107
501107005,منسوبي التعليم الأول,Mansubi Al Taleem 1st,5,501107
501107006,بلدة الجشة,Al Jishah Town,5,501107
501107007,الورود الثالث,Al Wurud 3rd,5,501107
1206001011,الكادي,Al Kadi,12,1206001
1206001014,النرجس,An Narjis,12,1206001
1207001011,الريف,Ar Rif,12,1207001
1206001012,الياسمين,Al Yasmin,12,1206001
1206001015,الخزام,Al Khuzam,12,1206001
1202001009,العدل,Al Adel,12,1202001
506001024,الجوهرة,Al Jawharah,5,506001
506001011,الروضة,Ar Rawdah,5,506001
506001012,الملك فهد,King Fahd,5,506001
506001013,المحمدية,Al Muhammadiyah,5,506001
506001014,غرناطة,Ghirnatah,5,506001
506001015,الفيحاء,Al Fayha,5,506001
506001019,حي ج1,Dst C1,5,506001
506001020,حي ج2,Dst 2C,5,506001
506001021,حي ج9,Dst C9,5,506001
506001022,حي ج16,Dst C16,5,506001
506001016,التعاون,At Taawun,5,506001
506001017,الريان,Ar Rayaan,5,506001
506001018,العزيزية,Al Aziziyah,5,506001
506001004,الخالدية و اليرموك,Al Khalidiyah and Yarmouk,5,506001
506001003,السلام,As Salam,5,506001
506001005,النزهة,An Nuzhah,5,506001
506001006,الفيصلية,Al Faisaliyah,5,506001
506001007,حي ج7,Dst C7,5,506001
506001008,حي ج13,Dst C13,5,506001
506001009,حي ج14,Dst C14,5,506001
506001010,حي ج15,Dst C15,5,506001
506001001,حي ج5,Dst C5,5,506001
506001002,حي ج11,Dst C11,5,506001
506001026,المروج,Al Muruj,5,506001
506001027,النهضة,An Nahdah,5,506001
506001029,حي ج8,Dst C8,5,506001
506001030,حي ج12,Dst C12,5,506001
506001028,حي ج10,Dst C10,5,506001
506001031,الشاطئ,Ash Shati,5,506001
506001032,حي ج3,Dst C3,5,506001
506001033,حي ج6,Dst C6,5,506001
506001025,الخليج,Al Khalij,5,506001
506001023,اللؤلؤة ,Al Luluah,5,506001
1206001007,السلوى,Al Salwaa,12,1206001
1206001017,الشعلة,Al Sholah,12,1206001
1206001006,الأجيال,Al Ajyal,12,1206001
1206001001,النعيم,An Naim,12,1206001
1206001002,التيسير,At Taysir,12,1206001
1206001004,التسامح,Al Tasamuh,12,1206001
1202001008,القيروان,Al Qirawan,12,1202001
1202001003,الأريج,Al Areej,12,1202001
1202001006,السراة,As Sarat,12,1202001
1207001006,الغدير,Al Ghadir,12,1207001
1200001021,الروضة,Ar Rawdah,12,1200001
1206001005,الميدان,Al-Maydan,12,1206001
1206001003,الأفق,Al Ufuq,12,1206001
203001018,المدينة الصناعية,Industrial City,2,203001
203001019,النهضة,An Nahdah,2,203001
203001020,القاع 2,Al Qaa 2,2,203001
203001021,البرج,Al Burj,2,203001
203001023,الشاطئ 2,Ash Shati 2,2,203001
203001024,الشاطئ 3,Ash Shati 3,2,203001
203001025,آل زياد 2,Al Ziyad 2,2,203001
203001026,منطقة الخدمات المركزية,Central Services,2,203001
203001005,أحد بني زيد,Ohod Bani Zayd,2,203001
203002001,القوز,Al Quoz,2,203002
203002002,عنيكر,Unaykar,2,203002
203002003,الجبيل-قنبور,Al Jubail-Qanbour,2,203002
203002004,الجرد,Al Jard,2,203002
203002005,مشرف,Mishrif,2,203002
203002007,الجميعات,Al Jumaymat,2,203002
203002008,ثلاثاء يبة,Thulatha' ybaah,2,203002
203002009,الحبيلة,Al Habila,2,203002
203002010,هشيمة,Hashima,2,203002
203002011,السمرة,As Sumra,2,203002
203002012,المناديل,Al Manadil,2,203002
203002013,مخطط الخدمات المركزية,Central Services Subdivision,2,203002
203002006,القحمان,Al Qahman,2,203002
207001012,الفيصلية,Al Faisaliyah,2,207001
207001013,البرقاء,Al Barqa,2,207001
207001014,المغاربة,Al Magharbah,2,207001
207001015,الوادي,Al Wadi,2,207001
207001017,الطلعة1,At Talaah 1,2,207001
207001018,التنمية,Tanmiyah,2,207001
207001019,النزهة,An Nuzhah,2,207001
207001020,غران,Gharan,2,207001
207001021,اليمانية,Al Yamania,2,207001
207001022,صناعية اليمانية,Sinaiyah Al Yamania,2,207001
207001023,الهجرة2,Al Hijrah 2,2,207001
207001024,الهجرة1,Al Hijrah 1,2,207001
207001025,الربوة,Ar Rabwah,2,207001
207001016,الطلعة2,At Talaah 2,2,207001
201003004,الحرة,Al Hura,2,201003
201001034,الحرازات,Al Harazat,2,201001
201001015,الريان,Ar Rayaan,2,201001
201001016,البحيرات,Al Buhayrat,2,201001
201003001,جوهرة ثول,Jawharat Thul,2,201003
201003002,المعرفة,Al Maerifa,2,201003
201001017,الخليج,Al Khalij,2,201001
201001035,القوس,Al Qaws,2,201001
201001036,صناعي1,Industrial1,2,201001
201001037,المزيرعة,Al Muzayraa,2,201001
201001038,حكومي3,Governmental3,2,201001
201001011,الرابية,Ar Rabiyah,2,201001
201001012,العشيرية,Al Ushiria,2,201001
201001013,الهزاعية,Al Hazaeia,2,201001
201001014,المرسلات,Al Mursalat,2,201001
203001022,المروج,Al Muruj,2,203001
203001001,الخالدية ب,Al Khalidiyah B,2,203001
203001002,الغربية,Al Gharbia,2,203001
203001003,الخالدية أ,Al Khalidiyah A,2,203001
203001004,الشرقية,Sharqia,2,203001
203001006,عمرات,Umrat,2,203001
203001007,الصالحي,Al Salhi,2,203001
203001008,القاع 1,Al Qaa 1,2,203001
203001009,آل زياد 1,Al Ziyad 1,2,203001
203001010,الكورنيش,Al Kurnaish,2,203001
203001011,رحمان,Rahman,2,203001
203001012,الدعدي,Al daadi,2,203001
203001013,وادي هارون,Wadi Haroun,2,203001
203001014,المستقبل,Al Mustaqbal,2,203001
203001015,الشاطئ 1,Ash Shati 1,2,203001
207001001,الصدر,Al Sadr,2,207001
207001002,الدف,Ad Duf,2,207001
203001016,داربن جدة,Darbin Jeddah,2,203001
203001017,المرجان,Al Murjan,2,203001
207001003,الشيوخ,Ash Shiyukh,2,207001
207001004,السلام,As Salam,2,207001
207001005,السالمية,As Salmiya,2,207001
207001006,الإسكان,Al Iskan,2,207001
207001007,الملك عبدالله بن عبدالعزيز,King Abdullah bin Abdulaziz,2,207001
207001008,البساتين,Al Basatin,2,207001
207001009,الملك فهد بن عبدالعزيز,King Fahd bin Abdulaziz,2,207001
207001011,الجامعة,Al Jamiah,2,207001
201001005,الربيع,Ar Rabie,2,201001
201001006,الحفنة,Al Hafna,2,201001
201001007,الحجاز,Al Hijaz,2,201001
201001008,العزيزية,Al Aziziyah,2,201001
201001009,الوئام,Al Wiam,2,201001
